%time,field.header.seq,field.header.stamp,field.header.frame_id,field.connected,field.armed,field.landed,field.mode,field.time_from_start,field.position0,field.position1,field.position2,field.rel_alt,field.velocity0,field.velocity1,field.velocity2,field.attitude0,field.attitude1,field.attitude2,field.attitude_q.x,field.attitude_q.y,field.attitude_q.z,field.attitude_q.w,field.attitude_rate0,field.attitude_rate1,field.attitude_rate2
42244000000,2109,42244000000,,1,1,1,OFFBOARD,0.0,-0.00462002493441,-0.00438747415319,0.172290295362,0.0,-0.117277018726,0.0731372311711,-0.109746925533,-0.021134218201,0.0188870504498,-0.000838942476548,0.0105624796572,-0.00944728853361,0.000319641699107,-0.999899589093,0.0002077727695,0.0002077727695,0.0002077727695
42260000000,2110,42264000000,,1,1,1,OFFBOARD,0.0,-0.00441350927576,-0.00447123078629,0.172474950552,0.0,-0.141892239451,0.0506318323314,-0.0919669345021,-0.0211424734443,0.0188652742654,-0.000792592589278,0.0105668300846,-0.00943615773202,0.000296545226123,-0.999899673386,0.00243384577334,0.00243384577334,0.00243384577334
42280000000,2111,42284000000,,1,1,1,OFFBOARD,0.0,-0.00441350927576,-0.00447123078629,0.172474950552,0.0,-0.127390027046,0.0604534260929,-0.0849405154586,-0.0211492460221,0.0188764501363,-0.000733426015358,0.010570493403,-0.00944143349671,0.000266873844771,-0.999899589093,-0.00123427761719,-0.00123427761719,-0.00123427761719
42300000000,2112,42304000000,,1,1,1,OFFBOARD,0.0,-0.00415762793273,-0.00453499052674,0.172745019197,0.0,-0.116029411554,0.0253393184394,-0.0838006660342,-0.0211370065808,0.018933724612,-0.000732482876629,0.0105643641235,-0.00947006129081,0.000266157348346,-0.999899378358,-0.000936682743486,-0.000936682743486,-0.000936682743486
42324000000,2113,42324000000,,1,1,1,OFFBOARD,0.0,-0.00383440218866,-0.00459659239277,0.173083424568,0.0,-0.148881033063,0.0345190949738,-0.108508065343,-0.0211306847632,0.0189221818,-0.000790047983173,0.0105609340533,-0.00946459442474,0.000295027939576,-0.999899420505,-0.00083079043543,-0.00083079043543,-0.00083079043543
42340000000,2114,42348000000,,1,1,1,OFFBOARD,0.0,-0.00383440218866,-0.00459659239277,0.173083424568,0.0,-0.142075672746,0.0305617898703,-0.132492944598,-0.0210980921984,0.0188159681857,-0.000770409300458,0.0105447588831,-0.00941138402849,0.000285924220298,-0.999900094855,0.00306162238121,0.00306162238121,0.00306162238121
42356000000,2115,42364000000,,1,1,1,OFFBOARD,0.0,-0.00360436085612,-0.00465794187039,0.173311233521,0.0,-0.148668557405,-0.0106324078515,-0.110673241317,-0.0210487861186,0.0188568532467,-0.000829555792734,0.0105198204199,-0.0094321288802,0.000315511307953,-0.999900179148,0.000838341889903,0.000838341889903,0.000838341889903
42380000000,2116,42384000000,,1,1,1,OFFBOARD,0.0,-0.00360436085612,-0.00465794187039,0.173311233521,0.0,-0.10970915854,0.0145066650584,-0.112673319876,-0.0210394915193,0.0188623815775,-0.000845965114422,0.0105150931405,-0.00943497799069,0.000323729943412,-0.999900137002,0.000959101249464,0.000959101249464,0.000959101249464
42400000000,2117,42404000000,,1,1,1,OFFBOARD,0.0,-0.00335627351888,-0.00469568371773,0.173572227359,0.0,-0.138852059841,-0.00791239738464,-0.137081742287,-0.0210394915193,0.0188623815775,-0.000845965114422,0.0105150931405,-0.00943497799069,0.000323729943412,-0.999900137002,0.000959101249464,0.000959101249464,0.000959101249464
42420000000,2118,42424000000,,1,1,1,OFFBOARD,0.0,-0.00303311413154,-0.0047216755338,0.173945531249,0.0,-0.123841032386,-0.0146899186075,-0.0945355594158,-0.0210694149137,0.0187978278846,-0.000946898304392,0.0105295963485,-0.0094032406729,0.000374390455322,-0.999900305589,-0.000551589007955,-0.000551589007955,-0.000551589007955
42440000000,2119,42444000000,,1,1,1,OFFBOARD,0.0,-0.00303311413154,-0.0047216755338,0.173945531249,0.0,-0.120664842427,-0.0177015494555,-0.0983516648412,-0.0210246574134,0.0188866741955,-0.000939318793826,0.0105072286374,-0.00944761035608,0.000370344357865,-0.999900137002,0.00376586057246,0.00376586057246,0.00376586057246
42460000000,2120,42464000000,,1,1,1,OFFBOARD,0.0,-0.00284289801493,-0.004778415896,0.174227133393,0.0,-0.132179051638,-0.0096028316766,-0.11961530894,-0.0209576748312,0.0189319867641,-0.000874332676176,0.0104740366359,-0.00946991266555,0.00033793343136,-0.999900263442,0.00406984612346,0.00406984612346,0.00406984612346
42480000000,2121,42484000000,,1,1,1,OFFBOARD,0.0,-0.00284289801493,-0.004778415896,0.174227133393,0.0,-0.168065071106,0.0123698413372,-0.0900037139654,-0.0208468548954,0.0192037299275,-0.000947857974097,0.0104182051502,-0.00960613399643,0.000373800399443,-0.999899546946,0.00375642674044,0.00375642674044,0.00375642674044
42500000000,2122,42504000000,,1,1,1,OFFBOARD,0.0,-0.00263931718655,-0.00479712570086,0.174528598785,0.0,-0.196442261338,0.00356485880911,-0.0560675114393,-0.0207183193415,0.0193235334009,-0.000915745680686,0.0103540650965,-0.00966583809427,0.000357742450161,-0.999899673386,0.00672545935959,0.00672545935959,0.00672545935959
42520000000,2123,42524000000,,1,1,1,OFFBOARD,0.0,-0.0023531394545,-0.00487171020359,0.174826219678,0.0,-0.222747907043,0.038914360106,-0.051788084209,-0.0207209922373,0.0192581098527,-0.000868727220222,0.0103556480317,-0.00963288868416,0.00033456168348,-0.999899926267,-0.000450505496701,-0.000450505496701,-0.000450505496701
42540000000,2124,42544000000,,1,1,1,OFFBOARD,0.0,-0.0023531394545,-0.00487171020359,0.174826219678,0.0,-0.236476793885,0.0395233556628,-0.0901648104191,-0.0206890348345,0.0192328300327,-0.00090592505876,0.0103394979686,-0.00962043552519,0.000353443471612,-0.999900263442,0.00352708669379,0.00352708669379,0.00352708669379
42560000000,2125,42564000000,,1,0,1,OFFBOARD,0.0,-0.0021813060157,-0.00496605131775,0.175076261163,0.0,-0.235765516758,0.0315679721534,-0.127183809876,-0.020657652989,0.0192182380706,-0.000937254284509,0.0103236615372,-0.00961329665577,0.000369332833501,-0.999900474176,0.00084730918752,0.00084730918752,0.00084730918752
42580000000,2126,42584000000,,1,0,1,OFFBOARD,0.0,-0.0021813060157,-0.00496605131775,0.175076261163,0.0,-0.213144317269,0.0621110312641,-0.137403652072,-0.0205380972475,0.0191654320806,-0.000973161018919,0.0102637332461,-0.00958705834926,0.000388130327937,-0.999901317113,0.00606781663373,0.00606781663373,0.00606781663373
42604000000,2127,42604000000,,1,0,1,OFFBOARD,0.0,-0.00201132288203,-0.00501406798139,0.175371944904,0.0,-0.193073555827,0.0214432999492,-0.130118340254,-0.0205345526338,0.0191391073167,-0.00101762078702,0.0102617555752,-0.00957412525541,0.000410510304496,-0.999901443554,0.00101438735146,0.00101438735146,0.00101438735146
42620000000,2128,42624000000,,1,0,1,OFFBOARD,0.0,-0.0017689820379,-0.00510431407019,0.175709456205,0.0,-0.160840764642,0.0350950397551,-0.1287792027,-0.0204894319177,0.0190583076328,-0.00103279959876,0.0102391503558,-0.00953379864449,0.000418728939956,-0.999902075757,0.00317040551454,0.00317040551454,0.00317040551454
42640000000,2129,42644000000,,1,0,1,OFFBOARD,0.0,-0.0017689820379,-0.00510431407019,0.175709456205,0.0,-0.131820484996,0.00911651458591,-0.0903448313475,-0.0204411800951,0.019127510488,-0.00108261674177,0.0102147656463,-0.00956863972371,0.00044351128688,-0.999901991463,0.00267481268384,0.00267481268384,0.00267481268384
42660000000,2130,42664000000,,1,0,1,OFFBOARD,0.0,-0.00158580404241,-0.00516322348267,0.175938591361,0.0,-0.106206551194,0.00938312709332,-0.118418008089,-0.0204847827554,0.0190592426807,-0.00103419797961,0.0102368180381,-0.0095342712325,0.000419445436381,-0.999902117903,-0.00154296541587,-0.00154296541587,-0.00154296541587
42676000000,2131,42684000000,,1,0,1,OFFBOARD,0.0,-0.00158580404241,-0.00516322348267,0.175938591361,0.0,-0.143349677324,-0.0262902006507,-0.0864280164242,-0.0204739496112,0.0191229842603,-0.00105000613257,0.0102313054855,-0.00956621776165,0.000427074015961,-0.999901822876,0.00167502393015,0.00167502393015,0.00167502393015
42700000000,2132,42704000000,,1,0,1,OFFBOARD,0.0,-0.00138798903208,-0.00518223177642,0.176202848554,0.0,-0.111749500036,-0.0125787109137,-0.0628709793091,-0.0204791091383,0.0190280452371,-0.00105650152545,0.0102338850867,-0.00951878864532,0.00043078293863,-0.999902244344,0.00235699606128,0.00235699606128,0.00235699606128
42720000000,2133,42724000000,,1,0,1,OFFBOARD,0.0,-0.00112625968177,-0.00524417823181,0.176489278674,0.0,-0.089015878737,0.0110797071829,-0.0419606678188,-0.0205361079425,0.0190077461302,-0.00100498984102,0.0102626347527,-0.00950838734641,0.000404862626796,-0.99990203361,-0.00479699671268,-0.00479699671268,-0.00479699671268
42740000000,2134,42744000000,,1,0,1,OFFBOARD,0.0,-0.00112625968177,-0.00524417823181,0.176489278674,0.0,-0.0621532872319,0.0169597528875,-0.0585543699563,-0.0204884558916,0.0189921185374,-0.00105900410563,0.010238556678,-0.00950084079678,0.000432173784631,-0.999902370785,0.00508666737005,0.00508666737005,0.00508666737005
42760000000,2135,42764000000,,1,0,0,OFFBOARD,0.0,-0.000919027428608,-0.00530589092523,0.176671952009,0.0,-0.0730176568031,-0.0217358618975,-0.0786781162024,-0.0204529464245,0.0189749691635,-0.00109238061123,0.0102206513879,-0.00949243064834,0.000449116817732,-0.999902623666,0.00247336551547,0.00247336551547,0.00247336551547
42780000000,2136,42784000000,,1,0,0,OFFBOARD,0.0,-0.000919027428608,-0.00530589092523,0.176671952009,0.0,-0.0433227419853,-0.0387677289546,-0.107084214687,-0.0205188598484,0.0190026424825,-0.00101699726656,0.0102539533251,-0.00950589327372,0.00041097391983,-0.99990216005,-0.00368553982116,-0.00368553982116,-0.00368553982116
42804000000,2137,42804000000,,1,0,0,OFFBOARD,0.0,-0.000730877392925,-0.00535328965634,0.176896616817,0.0,-0.0652688220143,-0.00117717217654,-0.133556649089,-0.0205188598484,0.0190026424825,-0.00101699726656,0.0102539533251,-0.00950589327372,0.00041097391983,-0.99990216005,-0.00368553982116,-0.00368553982116,-0.00368553982116
42820000000,2138,42824000000,,1,0,0,OFFBOARD,0.0,-0.000493282685056,-0.00548700103536,0.177180141211,0.0,-0.0443834662437,-0.0155387958512,-0.107718445361,-0.020605545491,0.0188772734255,-0.000901541148778,0.0102978758154,-0.00944263855084,0.000353485618461,-0.999902328638,-0.0067999670282,-0.0067999670282,-0.0067999670282
42840000000,2139,42844000000,,1,0,0,OFFBOARD,0.0,-0.000493282685056,-0.00548700103536,0.177180141211,0.0,-0.021541994065,0.000974134542048,-0.0680959895253,-0.0206546783447,0.0188791994005,-0.00088626059005,0.0103225125005,-0.00944353100213,0.000345604157789,-0.999902117903,0.00038080511149,0.00038080511149,0.00038080511149
42860000000,2140,42864000000,,1,0,0,OFFBOARD,0.0,-0.000334191689035,-0.00561728840694,0.177329689264,0.0,5.34695573151e-06,0.00129553489387,-0.105813600123,-0.0206546783447,0.0188791994005,-0.00088626059005,0.0103225125005,-0.00944353100213,0.000345604157789,-0.999902117903,0.00038080511149,0.00038080511149,0.00038080511149
42880000000,2141,42884000000,,1,0,0,OFFBOARD,0.0,-0.000137055118103,-0.00570472050458,0.177487820387,0.0,-0.0039654718712,0.001888057217,-0.14585788548,-0.0206396616995,0.0192204266787,-0.00089158071205,0.0103148851145,-0.00961415210509,0.000346573535305,-0.99990055847,-0.000705319922417,-0.000705319922417,-0.000705319922417
42896000000,2142,42904000000,,1,0,0,OFFBOARD,0.0,-0.000137055118103,-0.00570472050458,0.177487820387,0.0,0.0174500029534,0.030637152493,-0.162114039063,-0.0206177551299,0.0192443486303,-0.000934526557103,0.0103037212828,-0.00962633009535,0.000368026281197,-0.999900516323,0.0020979065448,0.0020979065448,0.0020979065448
42912000000,2143,42924000000,,1,0,0,OFFBOARD,0.0,0.000133608991746,-0.0058247060515,0.17763325572,0.0,0.0173580367118,0.00215379241854,-0.186275109649,-0.0206972099841,0.0192671567202,-0.000945812498685,0.0103433832165,-0.00963780545977,0.000373168196716,-0.999900010561,-0.00486949412152,-0.00486949412152,-0.00486949412152
