%time,field.header.seq,field.header.stamp,field.header.frame_id,field.connected,field.armed,field.landed,field.mode,field.time_from_start,field.position0,field.position1,field.position2,field.rel_alt,field.velocity0,field.velocity1,field.velocity2,field.attitude0,field.attitude1,field.attitude2,field.attitude_q.x,field.attitude_q.y,field.attitude_q.z,field.attitude_q.w,field.attitude_rate0,field.attitude_rate1,field.attitude_rate2
129692000000,2592,129692000000,,1,0,1,MANUAL,0.0,1.01226723194,0.993612289429,0.179737553,0.0,0.0165558550507,-0.013906034641,0.00340150343254,-0.0179710388184,0.0229420382529,-0.000515298510436,0.00898185133661,-0.0114726187896,0.00015455249349,-0.999893899268,0.00372146139853,0.00372146139853,0.00372146139853
129744000000,2593,129744000000,,1,0,1,MANUAL,0.0,1.0116713047,0.993315815926,0.179963901639,0.0,0.0146315116435,-0.0148941483349,0.00266074412502,-0.0179019495845,0.0230056848377,-0.00054323283257,0.00894713863242,-0.0115045577043,0.000168629540892,-0.999893814974,0.00272843800485,0.00272843800485,0.00272843800485
129792000000,2594,129792000000,,1,0,1,MANUAL,0.0,1.01133179665,0.993044674397,0.179961115122,0.0,0.0138061745092,-0.0155352419242,0.00127850251738,-0.0178569704294,0.0234049595892,-0.000495531246997,0.00892485579117,-0.0117039574081,0.000143257138089,-0.999891707632,0.000729817489628,0.000729817489628,0.000729817489628
129844000000,2595,129844000000,,1,0,1,MANUAL,0.0,1.01069021225,0.992710530758,0.180013239384,0.0,0.0134678930044,-0.0163472294807,0.00241776718758,-0.0178222022951,0.0231752283871,-0.000474951317301,0.00890763312361,-0.0115890101929,0.000134195565659,-0.999893182772,0.00241410173476,0.00241410173476,0.00241410173476
129892000000,2596,129892000000,,1,0,1,MANUAL,0.0,1.01028609276,0.992428541183,0.180085107684,0.0,0.0136771677062,-0.0180738717318,0.00331949722022,-0.0177785921842,0.0230615679175,-0.000430609419709,0.00888610472742,-0.0115319860831,0.000112784966615,-0.999894025709,-0.00274742860347,-0.00274742860347,-0.00274742860347
129944000000,2597,129944000000,,1,0,1,MANUAL,0.0,1.00966787338,0.991952180862,0.180170029402,0.0,0.01375647448,-0.0195409171283,0.00352224428207,-0.0176418740302,0.0228536035866,-0.000468084297609,0.00881757172915,-0.0114281713982,0.000133226188143,-0.999895838023,0.00258590606973,0.00258590606973,0.00258590606973
129992000000,2598,129992000000,,1,0,1,MANUAL,0.0,1.00942409039,0.991463601589,0.180290043354,0.0,0.0150520261377,-0.0212578903884,0.0044308193028,-0.0177012179047,0.022751159966,-0.000470890488941,0.00884724121719,-0.011376971456,0.000134743474689,-0.999896175198,0.000626835215371,0.000626835215371,0.000626835215371
130044000000,2599,130044000000,,1,0,1,MANUAL,0.0,1.00898456573,0.99091976881,0.180461212993,0.0,0.0145084001124,-0.0211948323995,0.00481501128525,-0.017868867144,0.0227437354624,-0.000428135652328,0.00893130376508,-0.0113730801165,0.000112447791827,-0.999895458701,-0.00329546444118,-0.00329546444118,-0.00329546444118
130092000000,2600,130092000000,,1,0,1,MANUAL,0.0,1.00867462158,0.990638196468,0.180533736944,0.0,0.0139913056046,-0.0214582700282,0.00382522353902,-0.0179234538227,0.0226318221539,-0.000413759116782,0.00895869296044,-0.0113170679426,0.000105451414974,-0.99989588017,-0.00139838585164,-0.00139838585164,-0.00139838585164
130144000000,2601,130144000000,,1,0,1,MANUAL,0.0,1.00824475288,0.990098237991,0.180663794279,0.0,0.0132112521678,-0.0216310620308,0.00522586237639,-0.0179774276912,0.0226731747389,-0.000507558928803,0.00898513837921,-0.0113381668032,0.000151855095185,-0.999895332261,0.00010866712546,0.00010866712546,0.00010866712546
