%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
92400000000,4608,92400000000,world,1.00112199783,0.987537324429,1.17740428448,0.0054574669975,-0.0160301540946,-1.35712852204e-05,-0.999856599307
92420000000,4609,92420000000,world,1.00112199783,0.987537324429,1.17740428448,0.0054574669975,-0.0160301540946,-1.35712852204e-05,-0.999856599307
92440000000,4610,92440000000,world,1.00112199783,0.987537324429,1.17740428448,0.00579394899676,-0.0163680993798,-0.000179503427808,-0.999849307902
92460000000,4611,92460000000,world,1.00112199783,0.987537324429,1.17740428448,0.00579394899676,-0.0163680993798,-0.000179503427808,-0.999849307902
92480000000,4612,92480000000,world,1.00112199783,0.987537324429,1.17740428448,0.00579394899676,-0.0163680993798,-0.000179503427808,-0.999849307902
92500000000,4613,92500000000,world,1.00112199783,0.987537324429,1.17740428448,0.0060378942974,-0.0166091589384,-0.00018624692357,-0.999843913106
92520000000,4614,92520000000,world,1.00112199783,0.987537324429,1.17740428448,0.0060378942974,-0.0166091589384,-0.00018624692357,-0.999843913106
92540000000,4615,92540000000,world,1.00112199783,0.987537324429,1.17740428448,0.00620074148824,-0.0168390703263,5.6476777005e-06,-0.999838981924
92560000000,4616,92560000000,world,1.00112199783,0.987537324429,1.17740428448,0.00620074148824,-0.0168390703263,5.6476777005e-06,-0.999838981924
92580000000,4617,92580000000,world,1.00112199783,0.987537324429,1.17740428448,0.00620074148824,-0.0168390703263,5.6476777005e-06,-0.999838981924
92600000000,4618,92600000000,world,1.00112199783,0.987537324429,1.17740428448,0.0062489946907,-0.0168558022959,-6.45689719186e-05,-0.999838391869
92620000000,4619,92620000000,world,1.00112199783,0.987537324429,1.17740428448,0.0062489946907,-0.0168558022959,-6.45689719186e-05,-0.999838391869
92640000000,4620,92640000000,world,1.00112199783,0.987537324429,1.17740428448,0.00619073523371,-0.0167421948071,-0.000128590034807,-0.999840709945
92660000000,4621,92660000000,world,1.00112199783,0.987537324429,1.17740428448,0.00619073523371,-0.0167421948071,-0.000128590034807,-0.999840709945
92680000000,4622,92680000000,world,1.00112199783,0.987537324429,1.17740428448,0.00619073523371,-0.0167421948071,-0.000128590034807,-0.999840709945
92700000000,4623,92700000000,world,1.00112199783,0.987537324429,1.17740428448,0.00616326800083,-0.0166037061898,-0.000109371071886,-0.999843154462
92716000000,4624,92720000000,world,1.00112199783,0.987537324429,1.17740428448,0.00616326800083,-0.0166037061898,-0.000109371071886,-0.999843154462
92740000000,4625,92740000000,world,1.00112199783,0.987537324429,1.17740428448,0.00610552056219,-0.0163833055017,-2.60467523797e-05,-0.999847158413
92760000000,4626,92760000000,world,1.00112199783,0.987537324429,1.17740428448,0.00610552056219,-0.0163833055017,-2.60467523797e-05,-0.999847158413
92780000000,4627,92780000000,world,1.00112199783,0.987537324429,1.17740428448,0.00610552056219,-0.0163833055017,-2.60467523797e-05,-0.999847158413
92800000000,4628,92800000000,world,1.00112199783,0.987537324429,1.17740428448,0.00612677245201,-0.0161495887144,4.63615333629e-06,-0.999850867336
92820000000,4629,92820000000,world,1.00112199783,0.987537324429,1.17740428448,0.00612677245201,-0.0161495887144,4.63615333629e-06,-0.999850867336
92840000000,4630,92840000000,world,1.00112199783,0.987537324429,1.17740428448,0.00613994070799,-0.0159020839807,-0.00013841025051,-0.999854744846
92860000000,4631,92860000000,world,1.00112199783,0.987537324429,1.17740428448,0.00613994070799,-0.0159020839807,-0.00013841025051,-0.999854744846
92880000000,4632,92880000000,world,1.00112199783,0.987537324429,1.17740428448,0.00613994070799,-0.0159020839807,-0.00013841025051,-0.999854744846
92900000000,4633,92900000000,world,1.00112199783,0.987537324429,1.17740428448,0.00608342375977,-0.0157489927975,-0.000145617361605,-0.999857484391
92920000000,4634,92920000000,world,1.00112199783,0.987537324429,1.17740428448,0.00608342375977,-0.0157489927975,-0.000145617361605,-0.999857484391
92940000000,4635,92940000000,world,1.00112199783,0.987537324429,1.17740428448,0.00595822226573,-0.0155313296789,-3.48975905669e-05,-0.999861656929
92960000000,4636,92960000000,world,1.00112199783,0.987537324429,1.17740428448,0.00595822226573,-0.0155313296789,-3.48975905669e-05,-0.999861656929
92976000000,4637,92980000000,world,1.00112199783,0.987537324429,1.17740428448,0.00595822226573,-0.0155313296789,-3.48975905669e-05,-0.999861656929
93000000000,4638,93000000000,world,1.00112199783,0.987537324429,1.17740428448,0.00578281267986,-0.0151961618052,-5.90477347637e-05,-0.999867852516
93020000000,4639,93020000000,world,1.00112199783,0.987537324429,1.17740428448,0.00578281267986,-0.0151961618052,-5.90477347637e-05,-0.999867852516
93040000000,4640,93040000000,world,1.00112199783,0.987537324429,1.17740428448,0.00564312090174,-0.015138306036,-7.81824039877e-05,-0.99986953839
93060000000,4641,93060000000,world,1.00112199783,0.987537324429,1.17740428448,0.00564312090174,-0.015138306036,-7.81824039877e-05,-0.99986953839
93080000000,4642,93080000000,world,1.00112199783,0.987537324429,1.17740428448,0.00564312090174,-0.015138306036,-7.81824039877e-05,-0.99986953839
93100000000,4643,93100000000,world,1.00112199783,0.987537324429,1.17740428448,0.00544627207013,-0.015054315928,-0.000102543282427,-0.999871898613
93120000000,4644,93120000000,world,1.00112199783,0.987537324429,1.17740428448,0.00544627207013,-0.015054315928,-0.000102543282427,-0.999871898613
93140000000,4645,93140000000,world,1.00112199783,0.987537324429,1.17740428448,0.00541793786341,-0.0151788489993,-9.66848704839e-05,-0.999870170592
